Pair_type	miRNA_loci	Canonical_miRNA_ID	Canonical_Seq_ID	Chr	H_start	H_end	Strand	miRNA_A	Seq_ID_A	miRNA_B	Seq_ID_B	Pearson_r	Pearson_p	Library_Jaccard	Shared_libraries	Union_libraries	Libraries_A	Libraries_B
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v2	miR580_R11_L22	-0.1477544011799991	0.6837514752514517	0.0	0	555	544	11
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v3	miR726_R7_L21	-0.2509596989568596	0.4843135479568362	0.009157509157509158	5	546	544	7
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v4	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v5	miR1390_R2_L22	0.1443025344489236	0.6908295846837404	0.0	0	546	544	2
canonical-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e	miR27_R544_L20	gma-miR319e.v6	miR1391_R2_L20	0.3539349634331397	0.3156829797353121	0.0	0	546	544	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v1	miR127_R137_L21	gma-miR319e.v2	miR580_R11_L22	0.2818274104108294	0.43017948065628614	0.0	0	148	137	11
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v1	miR127_R137_L21	gma-miR319e.v3	miR726_R7_L21	-0.11990381729262972	0.7414489005132708	0.006993006993006993	1	143	137	7
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v1	miR127_R137_L21	gma-miR319e.v4	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v1	miR127_R137_L21	gma-miR319e.v5	miR1390_R2_L22	0.013899298451916106	0.9696011578576815	0.007246376811594203	1	138	137	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v1	miR127_R137_L21	gma-miR319e.v6	miR1391_R2_L20	0.3447255756545466	0.3293165865322343	0.0	0	139	137	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v2	miR580_R11_L22	gma-miR319e.v3	miR726_R7_L21	-0.18260625070585595	0.6136041708707203	0.0	0	18	11	7
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v2	miR580_R11_L22	gma-miR319e.v4	miR820_R6_L21	-0.2994758693454481	0.4005559125972427	0.0	0	17	11	6
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v2	miR580_R11_L22	gma-miR319e.v5	miR1390_R2_L22	-0.17413663778293892	0.6304184340435641	0.0	0	13	11	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v2	miR580_R11_L22	gma-miR319e.v6	miR1391_R2_L20	-0.17413663778293886	0.6304184340435646	0.0	0	13	11	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v3	miR726_R7_L21	gma-miR319e.v4	miR820_R6_L21	-0.1545875214722822	0.6698057023656244	0.0	0	13	7	6
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v3	miR726_R7_L21	gma-miR319e.v5	miR1390_R2_L22	-0.11651530470602461	0.7485548437310031	0.0	0	9	7	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v3	miR726_R7_L21	gma-miR319e.v6	miR1391_R2_L20	-0.1165153047060246	0.7485548437310031	0.0	0	9	7	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v4	miR820_R6_L21	gma-miR319e.v5	miR1390_R2_L22	0.3798419457795238	0.2789570326358113	0.0	0	8	6	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v4	miR820_R6_L21	gma-miR319e.v6	miR1391_R2_L20	0.12350689034548931	0.7339122761637114	0.3333333333333333	2	6	6	2
isomiR-isomiR	gma-miR319e	gma-miR319e	miR27_R544_L20	14	51271067	51271236	+	gma-miR319e.v5	miR1390_R2_L22	gma-miR319e.v6	miR1391_R2_L20	-0.1111111111111111	0.759922968348739	0.0	0	4	2	2
canonical-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f	miR94_R198_L20	gma-miR319f.v1	miR145_R119_L21	0.818681776829703	0.003775556631683553	0.0	0	317	198	119
canonical-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f	miR94_R198_L20	gma-miR319f.v2	miR487_R15_L22	0.14520547296290331	0.6889759855426214	0.0	0	213	198	15
canonical-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f	miR94_R198_L20	gma-miR319f.v3	miR621_R10_L21	0.14529232090096372	0.6887977779394716	0.0	0	208	198	10
isomiR-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f.v1	miR145_R119_L21	gma-miR319f.v2	miR487_R15_L22	0.01002991925814574	0.9780617586829011	0.0	0	134	119	15
isomiR-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f.v1	miR145_R119_L21	gma-miR319f.v3	miR621_R10_L21	-0.06611105214164216	0.8560124950123816	0.0	0	129	119	10
isomiR-isomiR	gma-miR319f	gma-miR319f	miR94_R198_L20	10	51436231	51436435	-	gma-miR319f.v2	miR487_R15_L22	gma-miR319f.v3	miR621_R10_L21	0.006043316607168364	0.9867807277188465	0.0	0	25	15	10
canonical-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h	miR127_R137_L21	gma-miR319h.v1	miR27_R544_L20	0.7254555574275441	0.017567020647080676	0.0	0	681	137	544
canonical-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h	miR127_R137_L21	gma-miR319h.v2	miR580_R11_L22	0.2818274104108294	0.43017948065628614	0.0	0	148	137	11
canonical-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h	miR127_R137_L21	gma-miR319h.v3	miR726_R7_L21	-0.11990381729262972	0.7414489005132708	0.006993006993006993	1	143	137	7
canonical-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h	miR127_R137_L21	gma-miR319h.v4	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
canonical-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h	miR127_R137_L21	gma-miR319h.v5	miR1390_R2_L22	0.013899298451916106	0.9696011578576815	0.007246376811594203	1	138	137	2
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v1	miR27_R544_L20	gma-miR319h.v2	miR580_R11_L22	-0.1477544011799991	0.6837514752514517	0.0	0	555	544	11
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v1	miR27_R544_L20	gma-miR319h.v3	miR726_R7_L21	-0.2509596989568596	0.4843135479568362	0.009157509157509158	5	546	544	7
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v1	miR27_R544_L20	gma-miR319h.v4	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v1	miR27_R544_L20	gma-miR319h.v5	miR1390_R2_L22	0.1443025344489236	0.6908295846837404	0.0	0	546	544	2
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v2	miR580_R11_L22	gma-miR319h.v3	miR726_R7_L21	-0.18260625070585595	0.6136041708707203	0.0	0	18	11	7
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v2	miR580_R11_L22	gma-miR319h.v4	miR820_R6_L21	-0.2994758693454481	0.4005559125972427	0.0	0	17	11	6
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v2	miR580_R11_L22	gma-miR319h.v5	miR1390_R2_L22	-0.17413663778293892	0.6304184340435641	0.0	0	13	11	2
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v3	miR726_R7_L21	gma-miR319h.v4	miR820_R6_L21	-0.1545875214722822	0.6698057023656244	0.0	0	13	7	6
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v3	miR726_R7_L21	gma-miR319h.v5	miR1390_R2_L22	-0.11651530470602461	0.7485548437310031	0.0	0	9	7	2
isomiR-isomiR	gma-miR319h	gma-miR319h	miR127_R137_L21	2	46228456	46228627	+	gma-miR319h.v4	miR820_R6_L21	gma-miR319h.v5	miR1390_R2_L22	0.3798419457795238	0.2789570326358113	0.0	0	8	6	2
canonical-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j	miR127_R137_L21	gma-miR319j.v1	miR27_R544_L20	0.7254555574275441	0.017567020647080676	0.0	0	681	137	544
canonical-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j	miR127_R137_L21	gma-miR319j.v2	miR210_R68_L22	0.8528151037694716	0.0017123311407636448	0.12637362637362637	23	182	137	68
canonical-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j	miR127_R137_L21	gma-miR319j.v3	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
canonical-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j	miR127_R137_L21	gma-miR319j.v4	miR1390_R2_L22	0.013899298451916106	0.9696011578576815	0.007246376811594203	1	138	137	2
canonical-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j	miR127_R137_L21	gma-miR319j.v5	miR1391_R2_L20	0.3447255756545466	0.3293165865322343	0.0	0	139	137	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v1	miR27_R544_L20	gma-miR319j.v2	miR210_R68_L22	0.7884434022281044	0.006729016821146314	0.058823529411764705	34	578	544	68
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v1	miR27_R544_L20	gma-miR319j.v3	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v1	miR27_R544_L20	gma-miR319j.v4	miR1390_R2_L22	0.1443025344489236	0.6908295846837404	0.0	0	546	544	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v1	miR27_R544_L20	gma-miR319j.v5	miR1391_R2_L20	0.3539349634331397	0.3156829797353121	0.0	0	546	544	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v2	miR210_R68_L22	gma-miR319j.v3	miR820_R6_L21	0.1219438985786243	0.73717914584927	0.0	0	74	68	6
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v2	miR210_R68_L22	gma-miR319j.v4	miR1390_R2_L22	-0.004322737923290472	0.9905441874860326	0.0	0	70	68	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v2	miR210_R68_L22	gma-miR319j.v5	miR1391_R2_L20	0.28417303217457385	0.4261851604276035	0.0	0	70	68	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v3	miR820_R6_L21	gma-miR319j.v4	miR1390_R2_L22	0.3798419457795238	0.2789570326358113	0.0	0	8	6	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v3	miR820_R6_L21	gma-miR319j.v5	miR1391_R2_L20	0.12350689034548931	0.7339122761637114	0.3333333333333333	2	6	6	2
isomiR-isomiR	gma-miR319j	gma-miR319j	miR127_R137_L21	11	1401956	1402122	+	gma-miR319j.v4	miR1390_R2_L22	gma-miR319j.v5	miR1391_R2_L20	-0.1111111111111111	0.759922968348739	0.0	0	4	2	2
canonical-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k	miR127_R137_L21	gma-miR319k.v1	miR27_R544_L20	0.7254555574275441	0.017567020647080676	0.0	0	681	137	544
canonical-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k	miR127_R137_L21	gma-miR319k.v2	miR210_R68_L22	0.8528151037694716	0.0017123311407636448	0.12637362637362637	23	182	137	68
canonical-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k	miR127_R137_L21	gma-miR319k.v3	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
canonical-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k	miR127_R137_L21	gma-miR319k.v4	miR1390_R2_L22	0.013899298451916106	0.9696011578576815	0.007246376811594203	1	138	137	2
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v1	miR27_R544_L20	gma-miR319k.v2	miR210_R68_L22	0.7884434022281044	0.006729016821146314	0.058823529411764705	34	578	544	68
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v1	miR27_R544_L20	gma-miR319k.v3	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v1	miR27_R544_L20	gma-miR319k.v4	miR1390_R2_L22	0.1443025344489236	0.6908295846837404	0.0	0	546	544	2
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v2	miR210_R68_L22	gma-miR319k.v3	miR820_R6_L21	0.1219438985786243	0.73717914584927	0.0	0	74	68	6
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v2	miR210_R68_L22	gma-miR319k.v4	miR1390_R2_L22	-0.004322737923290472	0.9905441874860326	0.0	0	70	68	2
isomiR-isomiR	gma-miR319k	gma-miR319k	miR127_R137_L21	11	34347184	34347355	+	gma-miR319k.v3	miR820_R6_L21	gma-miR319k.v4	miR1390_R2_L22	0.3798419457795238	0.2789570326358113	0.0	0	8	6	2
canonical-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l	miR1263_R2_L22	gma-miR319l.v1	miR16_R686_L21	0.07955679443465949	0.8270668238009261	0.0	0	688	2	686
canonical-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l	miR1263_R2_L22	gma-miR319l.v2	miR73_R274_L21	-0.0454715332905864	0.9007364339645043	0.0	0	276	2	274
canonical-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l	miR1263_R2_L22	gma-miR319l.v3	miR114_R155_L21	0.11225861967505615	0.757505559411203	0.00641025641025641	1	156	2	155
isomiR-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l.v1	miR16_R686_L21	gma-miR319l.v2	miR73_R274_L21	-0.4341514590323315	0.20996553793278863	0.3578500707213578	253	707	686	274
isomiR-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l.v1	miR16_R686_L21	gma-miR319l.v3	miR114_R155_L21	-0.032503735174329945	0.9289731503680316	0.19630156472261737	138	703	686	155
isomiR-isomiR	gma-miR319l	gma-miR319l	miR1263_R2_L22	17	9222554	9222626	-	gma-miR319l.v2	miR73_R274_L21	gma-miR319l.v3	miR114_R155_L21	0.8095951496415688	0.004537834064016356	0.0	0	429	274	155
canonical-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m	miR127_R137_L21	gma-miR319m.v1	miR27_R544_L20	0.7254555574275441	0.017567020647080676	0.0	0	681	137	544
canonical-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m	miR127_R137_L21	gma-miR319m.v2	miR210_R68_L22	0.8528151037694716	0.0017123311407636448	0.12637362637362637	23	182	137	68
canonical-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m	miR127_R137_L21	gma-miR319m.v3	miR820_R6_L21	-0.0636933270946701	0.8612347085354931	0.0	0	143	137	6
canonical-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m	miR127_R137_L21	gma-miR319m.v4	miR1390_R2_L22	0.013899298451916106	0.9696011578576815	0.007246376811594203	1	138	137	2
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v1	miR27_R544_L20	gma-miR319m.v2	miR210_R68_L22	0.7884434022281044	0.006729016821146314	0.058823529411764705	34	578	544	68
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v1	miR27_R544_L20	gma-miR319m.v3	miR820_R6_L21	0.14068400680483295	0.6982726561428141	0.0	0	550	544	6
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v1	miR27_R544_L20	gma-miR319m.v4	miR1390_R2_L22	0.1443025344489236	0.6908295846837404	0.0	0	546	544	2
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v2	miR210_R68_L22	gma-miR319m.v3	miR820_R6_L21	0.1219438985786243	0.73717914584927	0.0	0	74	68	6
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v2	miR210_R68_L22	gma-miR319m.v4	miR1390_R2_L22	-0.004322737923290472	0.9905441874860326	0.0	0	70	68	2
isomiR-isomiR	gma-miR319m	gma-miR319m	miR127_R137_L21	18	4372747	4372918	-	gma-miR319m.v3	miR820_R6_L21	gma-miR319m.v4	miR1390_R2_L22	0.3798419457795238	0.2789570326358113	0.0	0	8	6	2
canonical-isomiR	gma-miR319n	gma-miR319n	miR52_R336_L21	13	29439233	29439298	-	gma-miR319n	miR52_R336_L21	gma-miR319n.v1	miR1245_R2_L21	0.2892178565960299	0.4176532857347518	0.0	0	338	336	2
canonical-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p	miR114_R155_L21	gma-miR319p.v1	miR73_R274_L21	0.8095951496415688	0.004537834064016356	0.0	0	429	155	274
canonical-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p	miR114_R155_L21	gma-miR319p.v2	miR189_R77_L20	-0.40275856152342765	0.2485095168607207	0.004329004329004329	1	231	155	77
canonical-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p	miR114_R155_L21	gma-miR319p.v3	miR679_R8_L21	-0.3224009482939635	0.36359490772171416	0.0	0	163	155	8
isomiR-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p.v1	miR73_R274_L21	gma-miR319p.v2	miR189_R77_L20	-0.5180995275537263	0.12501210653594638	0.0	0	351	274	77
isomiR-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p.v1	miR73_R274_L21	gma-miR319p.v3	miR679_R8_L21	-0.4633642719929997	0.17741658051011822	0.0	0	282	274	8
isomiR-isomiR	gma-miR319p	gma-miR319p	miR114_R155_L21	6	22631755	22631820	+	gma-miR319p.v2	miR189_R77_L20	gma-miR319p.v3	miR679_R8_L21	-0.32330686558735233	0.3621705491195554	0.0	0	85	77	8
canonical-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q	miR16_R686_L21	gma-miR319q.v1	miR189_R77_L20	0.2910643820934608	0.41455064973985745	0.10901162790697674	75	688	686	77
canonical-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q	miR16_R686_L21	gma-miR319q.v2	miR798_R6_L21	-0.11269243376697351	0.7565921528916879	0.0	0	692	686	6
canonical-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q	miR16_R686_L21	gma-miR319q.v3	miR1263_R2_L22	0.07955679443465949	0.8270668238009261	0.0	0	688	686	2
canonical-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q	miR16_R686_L21	gma-miR319q.v4	miR1391_R2_L20	0.026414731354533275	0.942258075142274	0.0	0	688	686	2
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v1	miR189_R77_L20	gma-miR319q.v2	miR798_R6_L21	-0.3393461852853301	0.33741832958107176	0.0	0	83	77	6
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v1	miR189_R77_L20	gma-miR319q.v3	miR1263_R2_L22	0.1791998689886285	0.620347725857696	0.0	0	79	77	2
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v1	miR189_R77_L20	gma-miR319q.v4	miR1391_R2_L20	0.1418163162386454	0.6959410477064729	0.0	0	79	77	2
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v2	miR798_R6_L21	gma-miR319q.v3	miR1263_R2_L22	-0.11111111111111108	0.759922968348739	0.0	0	8	6	2
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v2	miR798_R6_L21	gma-miR319q.v4	miR1391_R2_L20	-0.1111111111111111	0.759922968348739	0.0	0	8	6	2
isomiR-isomiR	gma-miR319q	gma-miR319q	miR16_R686_L21	2	44389170	44389340	+	gma-miR319q.v3	miR1263_R2_L22	gma-miR319q.v4	miR1391_R2_L20	-0.11111111111111109	0.759922968348739	0.0	0	4	2	2
canonical-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r	miR94_R198_L20	gma-miR319r.v1	miR145_R119_L21	0.818681776829703	0.003775556631683553	0.0	0	317	198	119
canonical-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r	miR94_R198_L20	gma-miR319r.v2	miR487_R15_L22	0.14520547296290331	0.6889759855426214	0.0	0	213	198	15
canonical-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r	miR94_R198_L20	gma-miR319r.v3	miR621_R10_L21	0.14529232090096372	0.6887977779394716	0.0	0	208	198	10
isomiR-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r.v1	miR145_R119_L21	gma-miR319r.v2	miR487_R15_L22	0.01002991925814574	0.9780617586829011	0.0	0	134	119	15
isomiR-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r.v1	miR145_R119_L21	gma-miR319r.v3	miR621_R10_L21	-0.06611105214164216	0.8560124950123816	0.0	0	129	119	10
isomiR-isomiR	gma-miR319r	gma-miR319r	miR94_R198_L20	20	41018503	41018701	+	gma-miR319r.v2	miR487_R15_L22	gma-miR319r.v3	miR621_R10_L21	0.006043316607168364	0.9867807277188465	0.0	0	25	15	10
isomiR-isomiR	gma-miR3522	gma-miR3522		15	4410283	4410352	+	gma-miR3522.v1	miR11_R707_L21	gma-miR3522.v2	miR1310_R2_L22	0.2517871497074388	0.4828253981197844	0.0	0	709	707	2
isomiR-isomiR	gma-miR3522	gma-miR3522		15	4410283	4410352	+	gma-miR3522.v1	miR11_R707_L21	gma-miR3522.v3	miR1311_R2_L20	0.4453389707907024	0.19712170849538624	0.0	0	709	707	2
isomiR-isomiR	gma-miR3522	gma-miR3522		15	4410283	4410352	+	gma-miR3522.v2	miR1310_R2_L22	gma-miR3522.v3	miR1311_R2_L20	-0.11111111111111105	0.759922968348739	0.0	0	4	2	2
canonical-isomiR	gma-miR390a	gma-miR390a-5p	miR6_R742_L21	3	6250396	6250473	-	gma-miR390a-5p	miR6_R742_L21	gma-miR390a-5p.v1	miR1034_R4_L20	0.3453432114296082	0.3283928754852359	0.0	0	746	742	4
canonical-isomiR	gma-miR390c	gma-miR390c-5p	miR6_R742_L21	1	45662145	45662222	+	gma-miR390c-5p	miR6_R742_L21	gma-miR390c-5p.v1	miR1034_R4_L20	0.3453432114296082	0.3283928754852359	0.0	0	746	742	4
isomiR-isomiR	gma-miR390e	gma-miR390e		18	51539035	51539140	+	gma-miR390e.v1	miR6_R742_L21	gma-miR390e.v2	miR1034_R4_L20	0.3453432114296082	0.3283928754852359	0.0	0	746	742	4
canonical-isomiR	gma-miR390f	gma-miR390f	miR6_R742_L21	11	20906421	20906497	-	gma-miR390f	miR6_R742_L21	gma-miR390f.v1	miR1034_R4_L20	0.3453432114296082	0.3283928754852359	0.0	0	746	742	4
canonical-isomiR	gma-miR390f	gma-miR390f-3p	miR220_R62_L21	11	20906425	20906493	-	gma-miR390f-3p	miR220_R62_L21	gma-miR390f-3p.v1	miR1014_R4_L21	0.09878091339043829	0.7860129051716398	0.0	0	66	62	4
canonical-isomiR	gma-miR390g	gma-miR390g	miR6_R742_L21	18	5153084	5153161	-	gma-miR390g	miR6_R742_L21	gma-miR390g.v1	miR1034_R4_L20	0.3453432114296082	0.3283928754852359	0.0	0	746	742	4
canonical-isomiR	gma-miR390g	gma-miR390g-3p	miR220_R62_L21	18	5153088	5153157	-	gma-miR390g-3p	miR220_R62_L21	gma-miR390g-3p.v1	miR1014_R4_L21	0.09878091339043829	0.7860129051716398	0.0	0	66	62	4
